component_number	matrix_partition
1088	Dunn2008Tribe1409,Hejnol2009Tribe2024_0,
1089	Dunn2008Tribe1646,Hejnol2009Tribe1672_0,
1090	Ryan2013_estgene126,Dunn2008Tribe550,
1091	Dunn2008Tribe619,Ryan2013_estgene224,
1092	Hejnol2009Tribe834_0,Dunn2008Tribe632,
1093	Dunn2008Tribe686,Hejnol2009Tribe945_0,
1094	Dunn2008Tribe782,Hejnol2009Tribe1060_0,
1095	Dunn2008Tribe850,Ryan2013_estgene158,
1096	Dunn2008Tribe858,Hejnol2009Tribe1222_1,
1097	Dunn2008Tribe861,Hejnol2009Tribe1185_0,
1098	Hejnol2009Tribe1215_0,Dunn2008Tribe905,
1099	Hejnol2009Tribe1067_0,Simion2017V2META13194-42-Calc_Hmm10-BMGE05,
1100	Hejnol2009Tribe1134_0,Simion2017V2META12452-42-Calc_Hmm10-BMGE05,
1101	Hejnol2009Tribe1300_0,Simion2017V2META14939-42-Calc_Hmm10-BMGE05,
1102	Ryan2013_estgene213,Hejnol2009Tribe1351_0,
1103	Simion2017V2META14007-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1413_0,
1104	Hejnol2009Tribe1473_0,Simion2017V2META14828-42-Calc_Hmm10-BMGE05,
1105	Simion2017V2META13548-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1514_0,
1106	Simion2017V2META12999-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1515_0,
1107	Hejnol2009Tribe1519_0,Simion2017V2META16965-42-Calc_Hmm10-BMGE05,
1108	Hejnol2009Tribe1569_0,Simion2017V2META13811-42-Calc_Hmm10-BMGE05,
1109	Hejnol2009Tribe1596_0,Simion2017V2META16032-42-Calc_Hmm10-BMGE05,
1110	Simion2017V2META12311-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1686_0,
1111	Hejnol2009Tribe1729_0,Simion2017V2META13377-42-Calc_Hmm10-BMGE05,
1112	Hejnol2009Tribe1762_0,Borowiec2015_Total1080OG1044.fasta.aln_gene41,
1113	Hejnol2009Tribe1766_0,Whelan2015_D1Gene_0107,
1114	Hejnol2009Tribe1866_0,Simion2017V2META15338-42-Calc_Hmm10-BMGE05,
1115	Ryan2013_estgene374,Hejnol2009Tribe1871_0,
1116	Simion2017V2META12539-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1941_0,
1117	Ryan2013_estgene301,Hejnol2009Tribe2030_0,
1118	Simion2017V2META14446-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2036_0,
1119	Simion2017V2META13237-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2041_0,
1120	Simion2017V2META13214-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2059_0,
1121	Simion2017V2META16779-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2066_0,
1122	Simion2017V2META15216-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2133_0,
1123	Simion2017V2META13778-1-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2141_0,
1124	Hejnol2009Tribe2160_0,Simion2017V2META15667-42-Calc_Hmm10-BMGE05,
1125	Simion2017V2META15528-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2215_0,
1126	Hejnol2009Tribe2244_0,Ryan2013_estgene302,
1127	Hejnol2009Tribe2250_0,Ryan2013_estgene60,
1128	Hejnol2009Tribe2274_0,Simion2017V2META15809-42-Calc_Hmm10-BMGE05,
1129	Simion2017V2META15714-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2317_0,
1130	Hejnol2009Tribe2325_0,Simion2017V2META15263-42-Calc_Hmm10-BMGE05,
1131	Simion2017V2META13562-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2327_0,
1132	Simion2017V2META12180-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2425_0,
1133	Simion2017V2META12359-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2431_0,
1134	Hejnol2009Tribe2433_0,Simion2017V2META14190-42-Calc_Hmm10-BMGE05,
1135	Hejnol2009Tribe2436_0,Simion2017V2META15621-42-Calc_Hmm10-BMGE05,
1136	Simion2017V2META15765-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2448_0,
1137	Simion2017V2META14221-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2451_0,
1138	Hejnol2009Tribe2461_0,Simion2017V2META15625-42-Calc_Hmm10-BMGE05,
1139	Hejnol2009Tribe2475_0,Simion2017V2META14375-42-Calc_Hmm10-BMGE05,
1140	Simion2017V2META14620-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2481_0,
1141	Simion2017V2META12933-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2489_0,
1142	Simion2017V2META14725-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2519_0,
1143	Hejnol2009Tribe2524_0,Simion2017V2META15314-42-Calc_Hmm10-BMGE05,
1144	Hejnol2009Tribe2539_0,Simion2017V2META12508-2-42-Calc_Hmm10-BMGE05,
1145	Hejnol2009Tribe2556_0,Simion2017V2META13464-42-Calc_Hmm10-BMGE05,
1146	Ryan2013_estgene40,Hejnol2009Tribe2581_0,
1147	Whelan2017_fullSubset30_01,Hejnol2009Tribe2588_0,
1148	Hejnol2009Tribe2606_0,Simion2017V2META14592-42-Calc_Hmm10-BMGE05,
1149	Hejnol2009Tribe2666_0,Simion2017V2META14148-42-Calc_Hmm10-BMGE05,
1150	Simion2017V2META12791-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2684_0,
1151	Simion2017V2META15389-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2697_0,
1152	Hejnol2009Tribe2710_0,Simion2017V2META12736-42-Calc_Hmm10-BMGE05,
1153	Hejnol2009Tribe2719_0,Simion2017V2META16412-42-Calc_Hmm10-BMGE05,
1154	Hejnol2009Tribe2722_0,Simion2017V2META12837-42-Calc_Hmm10-BMGE05,
1155	Moroz2014_3d397,Hejnol2009Tribe2737_0,
1156	Simion2017V2META14571-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2752_0,
1157	Hejnol2009Tribe2770_0,Simion2017V2META14263-42-Calc_Hmm10-BMGE05,
1158	Hejnol2009Tribe2788_0,Simion2017V2META15727-42-Calc_Hmm10-BMGE05,
1159	Simion2017V2META13657-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2812_0,
1160	Simion2017V2META13268-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2817_0,
1161	Simion2017V2META15573-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2895_0,
1162	Simion2017V2META13318-2-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2924_0,
1163	Hejnol2009Tribe2968_0,Simion2017V2META14216-42-Calc_Hmm10-BMGE05,
1164	Hejnol2009Tribe2989_0,Simion2017V2META12437-42-Calc_Hmm10-BMGE05,
1165	Simion2017V2META15356-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3000_0,
1166	Simion2017V2META14448-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3007_0,
1167	Simion2017V2META11973-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3050_0,
1168	Simion2017V2META15663-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3061_0,
1169	Simion2017V2META15158-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3067_0,
1170	Simion2017V2META15137-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3076_0,
1171	Simion2017V2META13561-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3105_0,
1172	Simion2017V2META14964-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3110_0,
1173	Simion2017V2META12976-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3147_0,
1174	Simion2017V2META14736-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3151_0,
1175	Hejnol2009Tribe3174_0,Simion2017V2META13171-42-Calc_Hmm10-BMGE05,
1176	Hejnol2009Tribe3188_0,Simion2017V2META17484-42-Calc_Hmm10-BMGE05,
1177	Hejnol2009Tribe3189_0,Ryan2013_estgene397,
1178	Simion2017V2META13326-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3191_0,
1179	Simion2017V2META14888-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3238_0,
1180	Hejnol2009Tribe3243_0,Simion2017V2META14052-42-Calc_Hmm10-BMGE05,
1181	Whelan2017_fullSubset26_05,Hejnol2009Tribe3282_0,
1182	Simion2017V2META12973-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3303_0,
1183	Hejnol2009Tribe3306_0,Simion2017V2META12552-42-Calc_Hmm10-BMGE05,
1184	Simion2017V2META16930-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3329_0,
1185	Hejnol2009Tribe3333_0,Simion2017V2META13585-42-Calc_Hmm10-BMGE05,
1186	Hejnol2009Tribe3356_0,Simion2017V2META14471-42-Calc_Hmm10-BMGE05,
1187	Simion2017V2META13070-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3368_0,
1188	Simion2017V2META14485-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3391_0,
1189	Hejnol2009Tribe3398_0,Ryan2013_estgene249,
1190	Simion2017V2META14559-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3403_0,
1191	Simion2017V2META15721-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3431_0,
1192	Hejnol2009Tribe3451_0,Simion2017V2META15313-42-Calc_Hmm10-BMGE05,
1193	Simion2017V2META14838-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3452_0,
1194	Hejnol2009Tribe3465_0,Simion2017V2META15730-42-Calc_Hmm10-BMGE05,
1195	Hejnol2009Tribe3511_0,Simion2017V2META13030-42-Calc_Hmm10-BMGE05,
1196	Simion2017V2META16413-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3525_0,
1197	Hejnol2009Tribe3588_0,Simion2017V2META14350-42-Calc_Hmm10-BMGE05,
1198	Simion2017V2META14281-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3589_0,
1199	Hejnol2009Tribe3591_0,Simion2017V2META16262-42-Calc_Hmm10-BMGE05,
1200	Simion2017V2META15321-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3594_0,
1201	Hejnol2009Tribe3602_0,Simion2017V2META14403-42-Calc_Hmm10-BMGE05,
1202	Simion2017V2META13448-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3607_0,
1203	Simion2017V2META13972-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3627_0,
1204	Hejnol2009Tribe3639_0,Simion2017V2META13949-42-Calc_Hmm10-BMGE05,
1205	Hejnol2009Tribe3685_0,Simion2017V2META14044-42-Calc_Hmm10-BMGE05,
1206	Hejnol2009Tribe3688_0,Simion2017V2META14423-42-Calc_Hmm10-BMGE05,
1207	Simion2017V2META15275-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3754_0,
1208	Simion2017V2META14501-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3776_0,
1209	Simion2017V2META15712-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3792_0,
1210	Simion2017V2META12300-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3794_0,
1211	Ryan2013_estgene17,Hejnol2009Tribe3826_0,
1212	Hejnol2009Tribe3838_0,Simion2017V2META15732-42-Calc_Hmm10-BMGE05,
1213	Hejnol2009Tribe3850_0,Simion2017V2META16390-42-Calc_Hmm10-BMGE05,
1214	Simion2017V2META16449-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3894_0,
1215	Hejnol2009Tribe3909_0,Simion2017V2META12876-42-Calc_Hmm10-BMGE05,
1216	Hejnol2009Tribe3955_0,Borowiec2015_Total1080OG221.fasta.aln_gene265,
1217	Simion2017V2META18371-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3969_0,
1218	Hejnol2009Tribe3984_0,Simion2017V2META15808-42-Calc_Hmm10-BMGE05,
1219	Hejnol2009Tribe4043_0,Simion2017V2META13357-42-Calc_Hmm10-BMGE05,
1220	Hejnol2009Tribe4067_0,Simion2017V2META16510-42-Calc_Hmm10-BMGE05,
1221	Simion2017V2META15556-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4130_0,
1222	Hejnol2009Tribe4145_0,Simion2017V2META17253-42-Calc_Hmm10-BMGE05,
1223	Hejnol2009Tribe4146_0,Simion2017V2META15267-42-Calc_Hmm10-BMGE05,
1224	Simion2017V2META12800-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4174_0,
1225	Hejnol2009Tribe4179_0,Simion2017V2META16503-42-Calc_Hmm10-BMGE05,
1226	Simion2017V2META15198-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4214_0,
1227	Simion2017V2META15865-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4240_0,
1228	Hejnol2009Tribe4328_0,Simion2017V2META15572-42-Calc_Hmm10-BMGE05,
1229	Hejnol2009Tribe4331_0,Simion2017V2META15040-42-Calc_Hmm10-BMGE05,
1230	Hejnol2009Tribe4334_0,Simion2017V2META17838-42-Calc_Hmm10-BMGE05,
1231	Simion2017V2META15378-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4381_0,
1232	Hejnol2009Tribe4398_0,Simion2017V2META16030-42-Calc_Hmm10-BMGE05,
1233	Hejnol2009Tribe4434_0,Simion2017V2META15146-42-Calc_Hmm10-BMGE05,
1234	Simion2017V2META15434-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4490_0,
1235	Hejnol2009Tribe4553_0,Simion2017V2META11061-2-42-Calc_Hmm10-BMGE05,
1236	Hejnol2009Tribe4583_0,Simion2017V2META15084-42-Calc_Hmm10-BMGE05,
1237	Hejnol2009Tribe4606_0,Simion2017V2META13449-42-Calc_Hmm10-BMGE05,
1238	Simion2017V2META13926-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4678_0,
1239	Simion2017V2META14767-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4707_0,
1240	Hejnol2009Tribe4737_0,Simion2017V2META13945-42-Calc_Hmm10-BMGE05,
1241	Simion2017V2META15322-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4740_0,
1242	Hejnol2009Tribe4793_0,Simion2017V2META17144-42-Calc_Hmm10-BMGE05,
1243	Hejnol2009Tribe4795_0,Hejnol2009Tribe6621_0,
1244	Hejnol2009Tribe4798_0,Simion2017V2META14380-42-Calc_Hmm10-BMGE05,
1245	Hejnol2009Tribe4827_0,Simion2017V2META16122-42-Calc_Hmm10-BMGE05,
1246	Hejnol2009Tribe4830_0,Simion2017V2META16020-42-Calc_Hmm10-BMGE05,
1247	Hejnol2009Tribe4833_0,Hejnol2009Tribe7497_0,
1248	Hejnol2009Tribe4945_0,Simion2017V2META15548-42-Calc_Hmm10-BMGE05,
1249	Simion2017V2META16409-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4976_0,
1250	Hejnol2009Tribe5035_0,Simion2017V2META16124-42-Calc_Hmm10-BMGE05,
1251	Hejnol2009Tribe5041_0,Simion2017V2META14918-42-Calc_Hmm10-BMGE05,
1252	Simion2017V2META15675-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe5044_0,
1253	Hejnol2009Tribe5059_0,Simion2017V2META17175-42-Calc_Hmm10-BMGE05,
1254	Hejnol2009Tribe5110_0,Simion2017V2META10811-2-42-Calc_Hmm10-BMGE05,
1255	Simion2017V2META16135-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe5148_0,
1256	Hejnol2009Tribe5165_0,Simion2017V2META15218-42-Calc_Hmm10-BMGE05,
1257	Hejnol2009Tribe5206_0,Simion2017V2META13227-42-Calc_Hmm10-BMGE05,
1258	Hejnol2009Tribe5245_0,Simion2017V2META14803-42-Calc_Hmm10-BMGE05,
1259	Hejnol2009Tribe5279_0,Simion2017V2META12967-42-Calc_Hmm10-BMGE05,
1260	Hejnol2009Tribe5353_0,Simion2017V2META17687-42-Calc_Hmm10-BMGE05,
1261	Hejnol2009Tribe5381_0,Simion2017V2META15318-42-Calc_Hmm10-BMGE05,
1262	Simion2017V2META13897-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe5389_0,
1263	Hejnol2009Tribe5426_0,Simion2017V2META15597-42-Calc_Hmm10-BMGE05,
1264	Simion2017V2META14338-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe5444_0,
1265	Hejnol2009Tribe5476_0,Simion2017V2META14453-42-Calc_Hmm10-BMGE05,
1266	Hejnol2009Tribe5590_0,Simion2017V2META12403-42-Calc_Hmm10-BMGE05,
1267	Hejnol2009Tribe5643_0,Simion2017V2META14534-42-Calc_Hmm10-BMGE05,
1268	Simion2017V2META17559-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe5672_0,
1269	Simion2017V2META16515-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe5700_0,
1270	Hejnol2009Tribe5743_0,Simion2017V2META15291-42-Calc_Hmm10-BMGE05,
1271	Hejnol2009Tribe5773_0,Simion2017V2META15589-42-Calc_Hmm10-BMGE05,
1272	Hejnol2009Tribe5785_0,Simion2017V2META15530-42-Calc_Hmm10-BMGE05,
1273	Simion2017V2META14318-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe5840_0,
1274	Simion2017V2META13628-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe6240_0,
1275	Hejnol2009Tribe6276_0,Simion2017V2META16962-42-Calc_Hmm10-BMGE05,
1276	Hejnol2009Tribe6309_0,Ryan2013_estgene294,
1277	Simion2017V2META12882-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe7487_0,
1278	Moroz2014_3d57,Simion2017V2META13069-42-Calc_Hmm10-BMGE05,
1279	Moroz2014_3d214,Simion2017V2META11559-42-Calc_Hmm10-BMGE05,
1280	Ryan2013_estgene335,Moroz2014_3d244,
1281	Simion2017V2META12030-42-Calc_Hmm10-BMGE05,Moroz2014_3d472,
1282	Moroz2014_3d500,Borowiec2015_Total1080OG69.fasta.aln_gene770,
1283	Moroz2014_3d514,Borowiec2015_Total1080OG485.fasta.aln_gene548,
1284	Whelan2015_D1Gene_0560,Moroz2014_3d560,
1285	Simion2017V2META11012-2-42-Calc_Hmm10-BMGE05,Moroz2014_3d572,
1286	Moroz2014_3d593,Simion2017V2META14788-42-Calc_Hmm10-BMGE05,
1287	Moroz2014_3d998,Simion2017V2META12198-2-42-Calc_Hmm10-BMGE05,
1288	Simion2017V2META13958-42-Calc_Hmm10-BMGE05,Nosenko2013_nonribo_9187KOG0072,
1289	Nosenko2013_nonribo_9187KOG1557,Simion2017V2META12446-42-Calc_Hmm10-BMGE05,
1290	Nosenko2013_nonribo_9187KOG1756,Simion2017V2META15739-42-Calc_Hmm10-BMGE05,
1291	Whelan2017_fullSubset25_01,Philippe2009Gene_0034,
1292	Simion2017V2META12105-42-Calc_Hmm10-BMGE05,Ryan2013_estgene100,
1293	Ryan2013_estgene101,Simion2017V2META13830-42-Calc_Hmm10-BMGE05,
1294	Ryan2013_estgene105,Whelan2017_fullSubset10_15,
1295	Simion2017V2META14957-42-Calc_Hmm10-BMGE05,Ryan2013_estgene116,
1296	Simion2017V2META13578-42-Calc_Hmm10-BMGE05,Ryan2013_estgene121,
1297	Ryan2013_estgene124,Simion2017V2META13061-42-Calc_Hmm10-BMGE05,
1298	Simion2017V2META14596-42-Calc_Hmm10-BMGE05,Ryan2013_estgene133,
1299	Simion2017V2META12899-42-Calc_Hmm10-BMGE05,Ryan2013_estgene135,
1300	Ryan2013_estgene139,Simion2017V2META13429-42-Calc_Hmm10-BMGE05,
1301	Ryan2013_estgene141,Simion2017V2META13435-42-Calc_Hmm10-BMGE05,
1302	Ryan2013_estgene143,Simion2017V2META14955-42-Calc_Hmm10-BMGE05,
1303	Simion2017V2META13354-42-Calc_Hmm10-BMGE05,Ryan2013_estgene15,
1304	Ryan2013_estgene151,Simion2017V2META10262-1-42-Calc_Hmm10-BMGE05,
1305	Simion2017V2META12229-42-Calc_Hmm10-BMGE05,Ryan2013_estgene164,
1306	Ryan2013_estgene169,Simion2017V2META14103-42-Calc_Hmm10-BMGE05,
1307	Ryan2013_estgene184,Simion2017V2META14800-42-Calc_Hmm10-BMGE05,
1308	Ryan2013_estgene189,Simion2017V2META13531-42-Calc_Hmm10-BMGE05,
1309	Ryan2013_estgene19,Simion2017V2META13042-42-Calc_Hmm10-BMGE05,
1310	Simion2017V2META12901-42-Calc_Hmm10-BMGE05,Ryan2013_estgene202,
1311	Ryan2013_estgene203,Simion2017V2META13827-42-Calc_Hmm10-BMGE05,
1312	Simion2017V2META12271-2-42-Calc_Hmm10-BMGE05,Ryan2013_estgene215,
1313	Whelan2017_fullSubset20_05,Ryan2013_estgene218,
1314	Simion2017V2META13579-42-Calc_Hmm10-BMGE05,Ryan2013_estgene229,
1315	Ryan2013_estgene231,Whelan2017_fullSubset2_10,
1316	Simion2017V2META13553-42-Calc_Hmm10-BMGE05,Ryan2013_estgene236,
1317	Ryan2013_estgene263,Whelan2017_fullSubset2_14,
1318	Ryan2013_estgene264,Simion2017V2META12924-42-Calc_Hmm10-BMGE05,
1319	Simion2017V2META13233-42-Calc_Hmm10-BMGE05,Ryan2013_estgene265,
1320	Ryan2013_estgene270,Simion2017V2META14368-42-Calc_Hmm10-BMGE05,
1321	Ryan2013_estgene285,Simion2017V2META14025-42-Calc_Hmm10-BMGE05,
1322	Simion2017V2META13260-42-Calc_Hmm10-BMGE05,Ryan2013_estgene296,
1323	Simion2017V2META11917-42-Calc_Hmm10-BMGE05,Ryan2013_estgene303,
1324	Simion2017V2META13361-42-Calc_Hmm10-BMGE05,Ryan2013_estgene309,
1325	Simion2017V2META13057-42-Calc_Hmm10-BMGE05,Ryan2013_estgene318,
1326	Ryan2013_estgene331,Simion2017V2META13104-42-Calc_Hmm10-BMGE05,
1327	Simion2017V2META14151-42-Calc_Hmm10-BMGE05,Ryan2013_estgene342,
1328	Simion2017V2META13113-42-Calc_Hmm10-BMGE05,Ryan2013_estgene347,
1329	Ryan2013_estgene356,Simion2017V2META12713-42-Calc_Hmm10-BMGE05,
1330	Simion2017V2META11153-2-42-Calc_Hmm10-BMGE05,Ryan2013_estgene361,
1331	Ryan2013_estgene364,Simion2017V2META14144-42-Calc_Hmm10-BMGE05,
1332	Simion2017V2META13379-42-Calc_Hmm10-BMGE05,Ryan2013_estgene382,
1333	Simion2017V2META13803-42-Calc_Hmm10-BMGE05,Ryan2013_estgene387,
1334	Ryan2013_estgene4,Simion2017V2META14916-42-Calc_Hmm10-BMGE05,
1335	Ryan2013_estgene401,Borowiec2015_Total1080OG472.fasta.aln_gene534,
1336	Ryan2013_estgene64,Simion2017V2META13466-42-Calc_Hmm10-BMGE05,
1337	Simion2017V2META13451-42-Calc_Hmm10-BMGE05,Ryan2013_estgene69,
1338	Simion2017V2META14971-42-Calc_Hmm10-BMGE05,Ryan2013_estgene75,
1339	Ryan2013_estgene81,Simion2017V2META14480-42-Calc_Hmm10-BMGE05,
1340	Simion2017V2META12240-42-Calc_Hmm10-BMGE05,Ryan2013_estgene82,
1341	Simion2017V2META14568-42-Calc_Hmm10-BMGE05,Ryan2013_estgene91,
1342	Ryan2013_estgene98,Simion2017V2META14546-42-Calc_Hmm10-BMGE05,
1343	Simion2017V2META10342-1-2-2-2-42-Calc_Hmm10-BMGE05,Whelan2017_fullSubset21_04,
1344	Simion2017V2META10427-2-1-42-Calc_Hmm10-BMGE05,Whelan2017_strictSubset4,
1345	Whelan2015_D1Gene_0355,Simion2017V2META10811-1-42-Calc_Hmm10-BMGE05,
1346	Simion2017V2META10833-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0166,
1347	Simion2017V2META10865-1-42-Calc_Hmm10-BMGE05,Simion2017V2META10865-2-42-Calc_Hmm10-BMGE05,
1348	Simion2017V2META11084-2-42-Calc_Hmm10-BMGE05,Whelan2017_strictSubset25_01,
1349	Simion2017V2META11493-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG876.fasta.aln_gene958,
1350	Whelan2015_D1Gene_0756,Simion2017V2META11746-42-Calc_Hmm10-BMGE05,
1351	Whelan2017_strictSubset24_01,Simion2017V2META11783-42-Calc_Hmm10-BMGE05,
1352	Simion2017V2META11800-42-Calc_Hmm10-BMGE05,Whelan2017_fullSubset21_03,
1353	Simion2017V2META12188-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0636,
1354	Whelan2017_strictSubset20_01,Simion2017V2META12399-42-Calc_Hmm10-BMGE05,
1355	Whelan2017_fullSubset19_02,Simion2017V2META12577-42-Calc_Hmm10-BMGE05,
1356	Borowiec2015_Total1080OG247.fasta.aln_gene293,Simion2017V2META12591-42-Calc_Hmm10-BMGE05,
1357	Whelan2015_D1Gene_0219,Simion2017V2META12902-42-Calc_Hmm10-BMGE05,
1358	Simion2017V2META13047-42-Calc_Hmm10-BMGE05,Simion2017V2META10276-1-2-2-42-Calc_Hmm10-BMGE05,
1359	Simion2017V2META13118-42-Calc_Hmm10-BMGE05,Whelan2017_fullSubset8_04,
1360	Simion2017V2META10478-1-1-42-Calc_Hmm10-BMGE05,Simion2017V2META13256-42-Calc_Hmm10-BMGE05,
1361	Simion2017V2META13355-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG830.fasta.aln_gene911,
1362	Simion2017V2META13832-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG196.fasta.aln_gene237,
1363	Simion2017V2META13977-42-Calc_Hmm10-BMGE05,Simion2017V2META13781-42-Calc_Hmm10-BMGE05,
1364	Simion2017V2META14019-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG680.fasta.aln_gene749,
1365	Whelan2017_fullSubset7_03,Simion2017V2META14131-42-Calc_Hmm10-BMGE05,
1366	Simion2017V2META14134-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0638,
1367	Whelan2015_D1Gene_0619,Simion2017V2META14152-42-Calc_Hmm10-BMGE05,
1368	Whelan2017_fullSubset2_06,Simion2017V2META14228-42-Calc_Hmm10-BMGE05,
1369	Borowiec2015_Total1080OG460.fasta.aln_gene522,Simion2017V2META14436-42-Calc_Hmm10-BMGE05,
1370	Simion2017V2META12203-42-Calc_Hmm10-BMGE05,Simion2017V2META14440-42-Calc_Hmm10-BMGE05,
1371	Simion2017V2META14502-42-Calc_Hmm10-BMGE05,Whelan2017_fullSubset17_02,
1372	Whelan2017_fullSubset10_13,Simion2017V2META14698-42-Calc_Hmm10-BMGE05,
1373	Whelan2017_fullSubset5_02,Simion2017V2META14821-42-Calc_Hmm10-BMGE05,
1374	Simion2017V2META16174-42-Calc_Hmm10-BMGE05,Simion2017V2META14845-42-Calc_Hmm10-BMGE05,
1375	Whelan2017_fullSubset38_01,Simion2017V2META16958-42-Calc_Hmm10-BMGE05,
1376	Simion2017V2META11310-1-42-Calc_Hmm10-BMGE05,Simion2017V2META17166-42-Calc_Hmm10-BMGE05,
1377	Whelan2015_D1Gene_0473,Whelan2017_fullSubset22_04,
1378	Simion2017V2META11539-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0768,
1379	Whelan2017_strictSubset28,Whelan2017_fullSubset18_03,
1380	Whelan2017_fullSubset24_01,Whelan2017_strictSubset18,
1381	Whelan2017_strictSubset26_01,Whelan2017_fullSubset31_03,
1382	Whelan2017_fullSubset5_04,Whelan2017_strictSubset17,
1383	Whelan2017_strictSubset7,Whelan2017_fullSubset9_01,
